Phi (°),Theta (°),Total_Visible_Surface_Area,Num_Visible_Faces,Front_Surface_Area,Back_Surface_Area,Left_Surface_Area,Right_Surface_Area,Top_Surface_Area,Bottom_Surface_Area,Front_Outside_Angle,Back_Outside_Angle,Left_Outside_Angle,Right_Outside_Angle,Top_Outside_Angle,Bottom_Outside_Angle,Normalised_Visible_Surface_Area,Normalised_Num_Visible_Faces,Visibility_Index
5,45,3.981217648532918,1,3.981217648532918,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,174.44540112846903,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,0.6573551295255581,0.16666666666666666,0.8240217961922247
10,45,4.108767922599615,3,3.9251238857071864,Not Visible,Not Visible,0.09182201844621428,0.09182201844621428,Not Visible,168.89652075551024,Not Visible,Not Visible,91.31536907151482,91.31536907151482,Not Visible,0.6784154769700217,0.5,1.1784154769700217
15,45,4.505586239530613,3,3.832470986043626,Not Visible,Not Visible,0.336557626743494,0.336557626743494,Not Visible,163.35897032857227,Not Visible,Not Visible,94.82653922419816,94.82653922419816,Not Visible,0.7439357723048959,0.5,1.243935772304896
20,45,4.861662922690307,3,3.7044878929473626,Not Visible,Not Visible,0.5785875148714719,0.5785875148714719,Not Visible,157.83815167106732,Not Visible,Not Visible,98.31683125763365,98.31683125763365,Not Visible,0.8027290498504545,0.5,1.3027290498504545
25,45,5.174658123120694,3,3.5428445975938483,Not Visible,Not Visible,0.815906762763423,0.815906762763423,Not Visible,152.33916301626834,Not Visible,Not Visible,101.76960205771576,101.76960205771576,Not Visible,0.8544089675750264,0.5,1.3544089675750264
30,45,5.442559549444017,3,3.3496053877861374,Not Visible,Not Visible,1.0464770808289394,1.0464770808289394,Not Visible,146.86671712060908,Not Visible,Not Visible,105.16616562433751,105.16616562433751,Not Visible,0.8986432678187584,0.5,1.3986432678187584
35,45,5.663667815640259,3,3.1271736906473397,Not Visible,Not Visible,1.2682470624964592,1.2682470624964592,Not Visible,141.42507404528632,Not Visible,Not Visible,108.4853256634047,108.4853256634047,Not Visible,0.9351513580052274,0.5,1.4351513580052275
40,45,5.836582002912196,3,2.878231516935264,Not Visible,Not Visible,1.4791752429884661,1.4791752429884653,Not Visible,136.0179901843818,Not Visible,Not Visible,111.70290162317094,111.70290162317093,Not Visible,0.9637019267019268,0.5,1.4637019267019267
45,45,5.96018801059747,3,2.605676533087332,Not Visible,Not Visible,1.6772557387550688,1.6772557387550688,Not Visible,130.64868408641405,Not Visible,Not Visible,114.79128089714487,114.79128089714487,Not Visible,0.9841110201917118,0.5,1.4841110201917118
50,45,6.033651728246933,3,2.3125595700964934,Not Visible,Not Visible,1.8605460790752204,1.8605460790752195,Not Visible,125.31981866092067,Not Visible,Not Visible,117.71905773098173,117.7190577309817,Not Visible,0.996240915086729,0.5,1.4962409150867289
55,45,6.05641831897826,3,2.002024980124819,Not Visible,Not Visible,2.0271966694267207,2.0271966694267207,Not Visible,120.03349855735293,Not Visible,Not Visible,120.45085809590664,120.45085809590664,Not Visible,0.9999999999999996,0.5,1.4999999999999996
60,45,6.028218053211305,3,1.6772557387550697,Not Visible,Not Visible,2.175481157228118,2.1754811572281176,Not Visible,114.79128089714489,Not Visible,Not Visible,122.94749691858577,122.94749691858577,Not Visible,0.9953437387773251,0.5,1.4953437387773252
65,45,5.949078267826545,3,1.3414246301227637,Not Visible,Not Visible,2.303826818851891,2.3038268188518907,Not Visible,109.5941971491073,Not Visible,Not Visible,125.16665837511708,125.16665837511705,Not Visible,0.9822766451228511,0.5,1.482276645122851
70,45,5.8193402388094935,3,0.9976523026639205,Not Visible,Not Visible,2.410843968072787,2.4108439680727862,Not Visible,104.4427837556085,Not Visible,Not Visible,127.06430588464855,127.06430588464852,Not Visible,0.9608550685103989,0.5,1.460855068510399
75,45,5.639679120815982,3,0.6489724895764538,Not Visible,Not Visible,2.4953533156197647,2.4953533156197643,Not Visible,99.33711911563832,Not Visible,Not Visible,128.59697458828526,128.59697458828526,Not Visible,0.9311904864866426,0.5,1.4311904864866425
80,45,5.411124678986324,3,0.2983042787916857,Not Visible,Not Visible,2.5564102000973192,2.556410200097319,Not Visible,94.2768646726839,Not Visible,Not Visible,129.7249314226221,129.7249314226221,Not Visible,0.8934529277857409,0.5,1.393452927785741
85,45,5.186649341213314,2,Not Visible,Not Visible,Not Visible,2.593324670606657,2.593324670606657,Not Visible,Not Visible,Not Visible,Not Visible,130.4158969197321,130.4158969197321,Not Visible,0.8563888866395739,0.3333333333333333,1.1897222199729072
90,45,5.211353066174663,2,Not Visible,Not Visible,Not Visible,2.605676533087332,2.6056765330873315,Not Visible,Not Visible,Not Visible,Not Visible,130.64868408641405,130.64868408641405,Not Visible,0.8604678197086352,0.3333333333333333,1.1938011530419685
95,45,5.186649341213314,2,Not Visible,Not Visible,Not Visible,2.593324670606657,2.593324670606657,Not Visible,Not Visible,Not Visible,Not Visible,130.4158969197321,130.4158969197321,Not Visible,0.8563888866395739,0.3333333333333333,1.1897222199729072
100,45,5.411124678986322,3,Not Visible,0.2983042787916848,Not Visible,2.5564102000973192,2.556410200097319,Not Visible,Not Visible,94.27686467268389,Not Visible,129.7249314226221,129.7249314226221,Not Visible,0.8934529277857407,0.5,1.3934529277857406
105,45,5.639679120815982,3,Not Visible,0.6489724895764538,Not Visible,2.4953533156197647,2.4953533156197643,Not Visible,Not Visible,99.33711911563832,Not Visible,128.59697458828526,128.59697458828526,Not Visible,0.9311904864866426,0.5,1.4311904864866425
110,45,5.8193402388094935,3,Not Visible,0.9976523026639205,Not Visible,2.4108439680727862,2.4108439680727862,Not Visible,Not Visible,104.4427837556085,Not Visible,127.06430588464852,127.06430588464852,Not Visible,0.9608550685103989,0.5,1.460855068510399
115,45,5.949078267826545,3,Not Visible,1.3414246301227628,Not Visible,2.303826818851891,2.303826818851891,Not Visible,Not Visible,109.59419714910729,Not Visible,125.16665837511708,125.16665837511708,Not Visible,0.9822766451228511,0.5,1.482276645122851
120,45,6.028218053211306,3,Not Visible,1.6772557387550688,Not Visible,2.175481157228119,2.1754811572281185,Not Visible,Not Visible,114.79128089714487,Not Visible,122.9474969185858,122.9474969185858,Not Visible,0.9953437387773252,0.5,1.4953437387773252
125,45,6.056418318978261,3,Not Visible,2.00202498012482,Not Visible,2.0271966694267207,2.0271966694267207,Not Visible,Not Visible,120.03349855735296,Not Visible,120.45085809590664,120.45085809590664,Not Visible,0.9999999999999999,0.5,1.5
130,45,6.033651728246933,3,Not Visible,2.3125595700964934,Not Visible,1.8605460790752204,1.8605460790752195,Not Visible,Not Visible,125.31981866092067,Not Visible,117.71905773098173,117.7190577309817,Not Visible,0.996240915086729,0.5,1.4962409150867289
135,45,5.96018801059747,3,Not Visible,2.605676533087331,Not Visible,1.6772557387550697,1.6772557387550688,Not Visible,Not Visible,130.64868408641405,Not Visible,114.79128089714489,114.79128089714487,Not Visible,0.9841110201917118,0.5,1.4841110201917118
140,45,5.836582002912197,3,Not Visible,2.8782315169352635,Not Visible,1.4791752429884668,1.4791752429884661,Not Visible,Not Visible,136.0179901843818,Not Visible,111.70290162317096,111.70290162317094,Not Visible,0.9637019267019269,0.5,1.463701926701927
145,45,5.663667815640259,3,Not Visible,3.1271736906473397,Not Visible,1.2682470624964592,1.2682470624964592,Not Visible,Not Visible,141.42507404528632,Not Visible,108.4853256634047,108.4853256634047,Not Visible,0.9351513580052274,0.5,1.4351513580052275
150,45,5.442559549444017,3,Not Visible,3.3496053877861374,Not Visible,1.0464770808289394,1.0464770808289394,Not Visible,Not Visible,146.86671712060908,Not Visible,105.16616562433751,105.16616562433751,Not Visible,0.8986432678187584,0.5,1.3986432678187584
155,45,5.174658123120694,3,Not Visible,3.5428445975938483,Not Visible,0.815906762763423,0.815906762763423,Not Visible,Not Visible,152.33916301626834,Not Visible,101.76960205771576,101.76960205771576,Not Visible,0.8544089675750264,0.5,1.3544089675750264
160,45,4.861662922690307,3,Not Visible,3.7044878929473617,Not Visible,0.5785875148714728,0.5785875148714728,Not Visible,Not Visible,157.83815167106727,Not Visible,98.31683125763367,98.31683125763367,Not Visible,0.8027290498504545,0.5,1.3027290498504545
165,45,4.505586239530617,3,Not Visible,3.832470986043626,Not Visible,0.3365576267434949,0.3365576267434949,Not Visible,Not Visible,163.35897032857227,Not Visible,94.82653922419817,94.82653922419817,Not Visible,0.7439357723048965,0.5,1.2439357723048965
170,45,4.108767922599615,3,Not Visible,3.9251238857071864,Not Visible,0.09182201844621428,0.09182201844621428,Not Visible,Not Visible,168.89652075551024,Not Visible,91.31536907151482,91.31536907151482,Not Visible,0.6784154769700217,0.5,1.1784154769700217
175,45,3.981217648532918,1,Not Visible,3.981217648532918,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,174.44540112846903,Not Visible,Not Visible,Not Visible,Not Visible,0.6573551295255581,0.16666666666666666,0.8240217961922247
180,45,4.0,1,Not Visible,4.0,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,180.0,Not Visible,Not Visible,Not Visible,Not Visible,0.6604563603979742,0.16666666666666666,0.8271230270646408
0,50,4.0,1,4.0,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,180.0,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,0.6604563603979742,0.16666666666666666,0.8271230270646408
5,50,3.981217648532918,1,3.981217648532918,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,174.44540112846903,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,0.6573551295255581,0.16666666666666666,0.8240217961922247
10,50,4.105087891756997,3,3.9251238857071864,Not Visible,Not Visible,0.04676464006360599,0.1331993659862045,Not Visible,168.89652075551024,Not Visible,Not Visible,90.66986938709869,91.90829316491924,Not Visible,0.6778078520259049,0.5,1.177807852025905
15,50,4.50010610531425,3,3.832470986043626,Not Visible,Not Visible,0.268606762839915,0.3990283564307097,Not Visible,163.35897032857227,Not Visible,Not Visible,93.85040597512855,95.72518276465365,Not Visible,0.7430309249301381,0.5,1.2430309249301381
20,50,4.8544302258774215,3,3.7044878929473626,Not Visible,Not Visible,0.4877409130860826,0.6622014198439757,Not Visible,157.83815167106732,Not Visible,Not Visible,97.00380328930517,99.52920719057177,Not Visible,0.8015348296972293,0.5,1.3015348296972293
25,50,5.165735453180634,3,3.5428445975938483,Not Visible,Not Visible,0.7023596664981452,0.9205311890886407,Not Visible,152.33916301626834,Not Visible,Not Visible,100.11298942870167,103.30489020097978,Not Visible,0.8529357090466153,0.5,1.3529357090466152
30,50,5.432023702341922,3,3.3496053877861374,Not Visible,Not Visible,0.9106340477029915,1.1717842668527927,Not Visible,146.86671712060908,Not Visible,Not Visible,103.15925764485122,107.03441532804766,Not Visible,0.8969036510110685,0.5,1.3969036510110686
35,50,5.651608702055446,3,3.1271736906473397,Not Visible,Not Visible,1.1107317395650746,1.413703271843032,Not Visible,141.42507404528632,Not Visible,Not Visible,106.12196357878848,110.69699720712055,Not Visible,0.9331602284382646,0.5,1.4331602284382647
40,50,5.823101341226996,3,2.878231516935264,Not Visible,Not Visible,1.3008374552302537,1.6440323690614784,Not Visible,136.0179901843818,Not Visible,Not Visible,108.97825971044082,114.26817732596952,Not Visible,0.961476079513836,0.5,1.461476079513836
45,50,5.945397855151017,3,2.605676533087332,Not Visible,Not Visible,1.4791752429884661,1.8605460790752195,Not Visible,130.64868408641405,Not Visible,Not Visible,111.70290162317094,117.7190577309817,Not Visible,0.9816689571327407,0.5,1.4816689571327406
50,50,6.01767289728066,3,2.312559570096493,Not Visible,Not Visible,1.6440323690614784,2.061080958122688,Not Visible,125.31981866092067,Not Visible,Not Visible,114.26817732596952,121.0155198823547,Not Visible,0.9936025849508792,0.5,1.4936025849508792
55,50,6.039378796381997,3,2.002024980124819,Not Visible,Not Visible,1.7937842952263956,2.243569521030782,Not Visible,120.03349855735293,Not Visible,Not Visible,116.64402928897795,124.11753427220546,Not Visible,0.9971865347307879,0.5,1.4971865347307878
60,50,6.010251441699958,3,1.6772557387550697,Not Visible,Not Visible,1.9269201457495937,2.4060755571952943,Not Visible,114.79128089714489,Not Visible,Not Visible,118.79845450412259,126.97875770570238,Not Visible,0.9923771980654578,0.5,1.4923771980654577
65,50,5.930322367111296,3,1.3414246301227637,Not Visible,Not Visible,2.0420679518206395,2.5468297851678936,Not Visible,109.5941971491073,Not Visible,Not Visible,120.69827218719314,129.5467379152547,Not Visible,0.9791797816422564,0.5,1.4791797816422565
70,50,5.799935810087073,3,0.9976523026639205,Not Visible,Not Visible,2.1380188824540185,2.664264624969133,Not Visible,104.4427837556085,Not Visible,Not Visible,122.310329019057,131.7641700617602,Not Visible,0.9576511239179959,0.5,1.457651123917996
75,50,5.619768879011554,3,0.6489724895764538,Not Visible,Not Visible,2.213749628928706,2.7570467605063937,Not Visible,99.33711911563832,Not Visible,Not Visible,123.60315458070664,133.57169362491368,Not Visible,0.9279030250274435,0.5,1.4279030250274434
80,50,5.390852528405506,3,0.2983042787916857,Not Visible,Not Visible,2.2684421135377,2.82410613607612,Not Visible,94.2768646726839,Not Visible,Not Visible,124.54897889566072,134.91253595097515,Not Visible,0.8901057100882293,0.5,1.3901057100882293
85,50,5.166159841461642,2,Not Visible,Not Visible,Not Visible,2.3014997477099963,2.864660093751646,Not Visible,Not Visible,Not Visible,Not Visible,125.12589348652006,135.738758591655,Not Visible,0.8530057815314829,0.3333333333333333,1.1863391148648161
90,50,5.190791087031757,2,Not Visible,Not Visible,Not Visible,2.3125595700964934,2.878231516935264,Not Visible,Not Visible,Not Visible,Not Visible,125.31981866092067,136.0179901843818,Not Visible,0.8570727472318095,0.3333333333333333,1.1904060805651429
95,50,5.166159841461642,2,Not Visible,Not Visible,Not Visible,2.3014997477099963,2.864660093751646,Not Visible,Not Visible,Not Visible,Not Visible,125.12589348652006,135.738758591655,Not Visible,0.8530057815314829,0.3333333333333333,1.1863391148648161
100,50,5.390852528405505,3,Not Visible,0.2983042787916848,Not Visible,2.2684421135377,2.82410613607612,Not Visible,Not Visible,94.27686467268389,Not Visible,124.54897889566072,134.91253595097515,Not Visible,0.890105710088229,0.5,1.390105710088229
105,50,5.619768879011554,3,Not Visible,0.6489724895764538,Not Visible,2.213749628928706,2.7570467605063937,Not Visible,Not Visible,99.33711911563832,Not Visible,123.60315458070664,133.57169362491368,Not Visible,0.9279030250274435,0.5,1.4279030250274434
110,50,5.799935810087073,3,Not Visible,0.9976523026639205,Not Visible,2.1380188824540194,2.664264624969133,Not Visible,Not Visible,104.4427837556085,Not Visible,122.310329019057,131.7641700617602,Not Visible,0.9576511239179959,0.5,1.457651123917996
115,50,5.930322367111296,3,Not Visible,1.3414246301227628,Not Visible,2.0420679518206395,2.546829785167894,Not Visible,Not Visible,109.59419714910729,Not Visible,120.69827218719314,129.54673791525474,Not Visible,0.9791797816422564,0.5,1.4791797816422565
120,50,6.010251441699957,3,Not Visible,1.6772557387550688,Not Visible,1.9269201457495937,2.4060755571952948,Not Visible,Not Visible,114.79128089714487,Not Visible,118.79845450412259,126.97875770570238,Not Visible,0.9923771980654577,0.5,1.4923771980654577
125,50,6.039378796381998,3,Not Visible,2.00202498012482,Not Visible,1.7937842952263956,2.243569521030782,Not Visible,Not Visible,120.03349855735296,Not Visible,116.64402928897795,124.11753427220546,Not Visible,0.997186534730788,0.5,1.497186534730788
130,50,6.01767289728066,3,Not Visible,2.312559570096493,Not Visible,1.6440323690614784,2.061080958122688,Not Visible,Not Visible,125.31981866092067,Not Visible,114.26817732596952,121.0155198823547,Not Visible,0.9936025849508792,0.5,1.4936025849508792
135,50,5.945397855151018,3,Not Visible,2.6056765330873315,Not Visible,1.4791752429884661,1.8605460790752204,Not Visible,Not Visible,130.64868408641405,Not Visible,111.70290162317094,117.71905773098173,Not Visible,0.9816689571327408,0.5,1.4816689571327408
140,50,5.823101341226997,3,Not Visible,2.8782315169352635,Not Visible,1.3008374552302546,1.644032369061479,Not Visible,Not Visible,136.0179901843818,Not Visible,108.97825971044082,114.26817732596953,Not Visible,0.9614760795138361,0.5,1.4614760795138362
145,50,5.651608702055444,3,Not Visible,3.1271736906473397,Not Visible,1.1107317395650738,1.4137032718430311,Not Visible,Not Visible,141.42507404528632,Not Visible,106.12196357878847,110.69699720712053,Not Visible,0.9331602284382644,0.5,1.4331602284382643
150,50,5.432023702341922,3,Not Visible,3.3496053877861374,Not Visible,0.9106340477029915,1.1717842668527927,Not Visible,Not Visible,146.86671712060908,Not Visible,103.15925764485122,107.03441532804766,Not Visible,0.8969036510110685,0.5,1.3969036510110686
155,50,5.165735453180634,3,Not Visible,3.5428445975938483,Not Visible,0.7023596664981452,0.9205311890886407,Not Visible,Not Visible,152.33916301626834,Not Visible,100.11298942870167,103.30489020097978,Not Visible,0.8529357090466153,0.5,1.3529357090466152
160,50,4.8544302258774215,3,Not Visible,3.7044878929473617,Not Visible,0.48774091308608347,0.6622014198439757,Not Visible,Not Visible,157.83815167106727,Not Visible,97.00380328930518,99.52920719057177,Not Visible,0.8015348296972293,0.5,1.3015348296972293
165,50,4.500106105314252,3,Not Visible,3.832470986043626,Not Visible,0.2686067628399159,0.3990283564307106,Not Visible,Not Visible,163.35897032857227,Not Visible,93.85040597512857,95.72518276465365,Not Visible,0.7430309249301383,0.5,1.2430309249301383
170,50,4.105087891756997,3,Not Visible,3.9251238857071864,Not Visible,0.04676464006360599,0.1331993659862045,Not Visible,Not Visible,168.89652075551024,Not Visible,90.66986938709869,91.90829316491924,Not Visible,0.6778078520259049,0.5,1.177807852025905
175,50,3.981217648532918,1,Not Visible,3.981217648532918,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,174.44540112846903,Not Visible,Not Visible,Not Visible,Not Visible,0.6573551295255581,0.16666666666666666,0.8240217961922247
180,50,4.0,1,Not Visible,4.0,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,180.0,Not Visible,Not Visible,Not Visible,Not Visible,0.6604563603979742,0.16666666666666666,0.8271230270646408
0,55,4.0,1,4.0,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,180.0,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,0.6604563603979742,0.16666666666666666,0.8271230270646408
5,55,3.981217648532918,1,3.981217648532918,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,174.44540112846903,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,0.6573551295255581,0.16666666666666666,0.8240217961922247
10,55,4.095681545199283,2,3.9251238857071864,Not Visible,Not Visible,Not Visible,0.17055765949209648,Not Visible,168.89652075551024,Not Visible,Not Visible,Not Visible,92.4437994149323,Not Visible,0.6762547316728673,0.3333333333333333,1.0095880650062006
15,55,4.483706604615637,3,3.832470986043626,Not Visible,Not Visible,0.19574677962026063,0.45548883895175046,Not Visible,163.35897032857227,Not Visible,Not Visible,92.80498640559452,96.53858011744586,Not Visible,0.7403231362942005,0.5,1.2403231362942004
20,55,4.832785260133898,3,3.7044878929473626,Not Visible,Not Visible,0.3904484834397417,0.7378488837467934,Not Visible,157.83815167106732,Not Visible,Not Visible,95.6016822769932,100.62978032935307,Not Visible,0.7979609408732528,0.5,1.2979609408732529
25,55,5.139031608087788,3,3.5428445975938483,Not Visible,Not Visible,0.5809019269747343,1.015285083519205,Not Visible,152.33916301626834,Not Visible,Not Visible,98.35033655174034,104.70375114396961,Not Visible,0.8485265279619523,0.5,1.3485265279619523
30,55,5.400489951371744,3,3.3496053877861374,Not Visible,Not Visible,0.7654988224980827,1.2853857410875245,Not Visible,146.86671712060908,Not Visible,Not Visible,101.03302132178061,108.74437113771522,Not Visible,0.8916969844122037,0.5,1.3916969844122038
35,55,5.615513192927862,3,3.1271736906473397,Not Visible,Not Visible,0.9426357600054913,1.5457037422750317,Not Visible,141.42507404528632,Not Visible,Not Visible,103.63046820429436,112.73229265270984,Not Visible,0.9272003512919856,0.5,1.4272003512919857
40,55,5.782747551726733,3,2.878231516935264,Not Visible,Not Visible,1.1107317395650738,1.7937842952263956,Not Visible,136.0179901843818,Not Visible,Not Visible,106.12196357878847,116.64402928897795,Not Visible,0.9548131002784335,0.5,1.4548131002784335
45,55,5.901120265010512,3,2.605676533087332,Not Visible,Not Visible,1.2682470624964592,2.0271966694267207,Not Visible,130.64868408641405,Not Visible,Not Visible,108.4853256634047,120.45085809590664,Not Visible,0.9743581031248928,0.5,1.4743581031248927
50,55,5.9698323629703065,3,2.3125595700964934,Not Visible,Not Visible,1.4137032718430311,2.243569521030782,Not Visible,125.31981866092067,Not Visible,Not Visible,110.69699720712053,124.11753427220546,Not Visible,0.9857034386583516,0.5,1.4857034386583516
55,55,5.9883578434858435,3,2.002024980124819,Not Visible,Not Visible,1.5457037422750317,2.4406291210859923,Not Visible,120.03349855735293,Not Visible,Not Visible,112.73229265270984,127.60087622117875,Not Visible,0.9887622565173304,0.5,1.4887622565173304
60,55,5.9564496996199985,3,1.6772557387550697,Not Visible,Not Visible,1.6629544361170303,2.6162395247478987,Not Visible,114.79128089714489,Not Visible,Not Visible,114.56583882552832,130.84840355170167,Not Visible,0.9834937723761576,0.5,1.4834937723761576
65,55,5.874152359042233,3,1.3414246301227637,Not Visible,Not Visible,1.7642842726700847,2.768443456249384,Not Visible,109.5941971491073,Not Visible,Not Visible,116.17223948353639,133.79743519269394,Not Visible,0.9699053218690518,0.5,1.4699053218690517
70,55,5.74181927585097,3,0.9976523026639205,Not Visible,Not Visible,1.8486645095019527,2.8955024636850974,Not Visible,104.4427837556085,Not Visible,Not Visible,117.52697230926533,136.37539253090102,Not Visible,0.9480552652478658,0.5,1.4480552652478658
75,55,5.560133750957559,3,0.6489724895764538,Not Visible,Not Visible,1.915226513323444,2.995934748057661,Not Visible,99.33711911563832,Not Visible,Not Visible,118.60749000097793,138.50241825599966,Not Visible,0.9180564251208413,0.5,1.4180564251208412
80,55,5.330130606219181,3,0.2983042787916857,Not Visible,Not Visible,1.9632773093652174,3.068549018062278,Not Visible,94.2768646726839,Not Visible,Not Visible,119.39444781859888,140.09750821282253,Not Visible,0.8800796651573419,0.5,1.380079665157342
85,55,5.104785128674283,2,Not Visible,Not Visible,Not Visible,1.9923123444607382,3.1124727842135456,Not Visible,Not Visible,Not Visible,Not Visible,119.87292845152876,141.08860065609574,Not Visible,0.8428719516744804,0.3333333333333333,1.1762052850078137
90,55,5.129198670772158,2,Not Visible,Not Visible,Not Visible,2.002024980124819,3.1271736906473397,Not Visible,Not Visible,Not Visible,Not Visible,120.03349855735293,141.42507404528632,Not Visible,0.8469029714640767,0.3333333333333333,1.18023630479741
95,55,5.104785128674283,2,Not Visible,Not Visible,Not Visible,1.9923123444607382,3.1124727842135456,Not Visible,Not Visible,Not Visible,Not Visible,119.87292845152876,141.08860065609574,Not Visible,0.8428719516744804,0.3333333333333333,1.1762052850078137
100,55,5.33013060621918,3,Not Visible,0.2983042787916848,Not Visible,1.9632773093652174,3.068549018062278,Not Visible,Not Visible,94.27686467268389,Not Visible,119.39444781859888,140.09750821282253,Not Visible,0.8800796651573418,0.5,1.380079665157342
105,55,5.560133750957559,3,Not Visible,0.6489724895764538,Not Visible,1.915226513323444,2.995934748057661,Not Visible,Not Visible,99.33711911563832,Not Visible,118.60749000097793,138.50241825599966,Not Visible,0.9180564251208413,0.5,1.4180564251208412
110,55,5.741819275850971,3,Not Visible,0.9976523026639205,Not Visible,1.8486645095019527,2.895502463685098,Not Visible,Not Visible,104.4427837556085,Not Visible,117.52697230926533,136.37539253090102,Not Visible,0.948055265247866,0.5,1.448055265247866
115,55,5.874152359042231,3,Not Visible,1.3414246301227628,Not Visible,1.7642842726700847,2.768443456249384,Not Visible,Not Visible,109.59419714910729,Not Visible,116.17223948353639,133.79743519269394,Not Visible,0.9699053218690514,0.5,1.4699053218690514
120,55,5.9564496996199985,3,Not Visible,1.6772557387550688,Not Visible,1.6629544361170303,2.616239524747899,Not Visible,Not Visible,114.79128089714487,Not Visible,114.56583882552832,130.84840355170167,Not Visible,0.9834937723761576,0.5,1.4834937723761576
125,55,5.9883578434858435,3,Not Visible,2.00202498012482,Not Visible,1.5457037422750317,2.4406291210859923,Not Visible,Not Visible,120.03349855735296,Not Visible,112.73229265270984,127.60087622117875,Not Visible,0.9887622565173304,0.5,1.4887622565173304
130,55,5.9698323629703065,3,Not Visible,2.3125595700964934,Not Visible,1.4137032718430311,2.243569521030782,Not Visible,Not Visible,125.31981866092067,Not Visible,110.69699720712053,124.11753427220546,Not Visible,0.9857034386583516,0.5,1.4857034386583516
135,55,5.901120265010512,3,Not Visible,2.6056765330873315,Not Visible,1.2682470624964592,2.0271966694267207,Not Visible,Not Visible,130.64868408641405,Not Visible,108.4853256634047,120.45085809590664,Not Visible,0.9743581031248928,0.5,1.4743581031248927
140,55,5.782747551726735,3,Not Visible,2.8782315169352635,Not Visible,1.1107317395650746,1.7937842952263965,Not Visible,Not Visible,136.0179901843818,Not Visible,106.12196357878848,116.64402928897798,Not Visible,0.9548131002784338,0.5,1.4548131002784337
145,55,5.615513192927862,3,Not Visible,3.1271736906473397,Not Visible,0.9426357600054913,1.5457037422750308,Not Visible,Not Visible,141.42507404528632,Not Visible,103.63046820429436,112.73229265270983,Not Visible,0.9272003512919856,0.5,1.4272003512919857
150,55,5.400489951371744,3,Not Visible,3.3496053877861374,Not Visible,0.7654988224980827,1.2853857410875245,Not Visible,Not Visible,146.86671712060908,Not Visible,101.03302132178061,108.74437113771522,Not Visible,0.8916969844122037,0.5,1.3916969844122038
155,55,5.139031608087788,3,Not Visible,3.5428445975938483,Not Visible,0.5809019269747343,1.015285083519205,Not Visible,Not Visible,152.33916301626834,Not Visible,98.35033655174034,104.70375114396961,Not Visible,0.8485265279619523,0.5,1.3485265279619523
160,55,4.832785260133899,3,Not Visible,3.7044878929473617,Not Visible,0.3904484834397426,0.7378488837467942,Not Visible,Not Visible,157.83815167106727,Not Visible,95.60168227699322,100.62978032935307,Not Visible,0.7979609408732529,0.5,1.2979609408732529
165,55,4.483706604615638,3,Not Visible,3.832470986043626,Not Visible,0.19574677962026063,0.45548883895175135,Not Visible,Not Visible,163.35897032857227,Not Visible,92.80498640559452,96.53858011744587,Not Visible,0.7403231362942008,0.5,1.2403231362942009
170,55,4.095681545199283,2,Not Visible,3.9251238857071864,Not Visible,Not Visible,0.17055765949209648,Not Visible,Not Visible,168.89652075551024,Not Visible,Not Visible,92.4437994149323,Not Visible,0.6762547316728673,0.3333333333333333,1.0095880650062006
175,55,3.981217648532918,1,Not Visible,3.981217648532918,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,174.44540112846903,Not Visible,Not Visible,Not Visible,Not Visible,0.6573551295255581,0.16666666666666666,0.8240217961922247
180,55,4.0,1,Not Visible,4.0,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,180.0,Not Visible,Not Visible,Not Visible,Not Visible,0.6604563603979742,0.16666666666666666,0.8271230270646408
0,60,4.0,1,4.0,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,180.0,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,0.6604563603979742,0.16666666666666666,0.8271230270646408
5,60,3.981217648532918,1,3.981217648532918,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,174.44540112846903,Not Visible,Not Visible,Not Visible,Not Visible,Not Visible,0.6573551295255581,0.16666666666666666,0.8240217961922247
10,60,4.1287128827900625,2,3.9251238857071864,Not Visible,Not Visible,Not Visible,0.20358899708287606,Not Visible,168.89652075551024,Not Visible,Not Visible,Not Visible,92.91745812494075,Not Visible,0.681708670923938,0.3333333333333333,1.0150420042572714
15,60,4.4565101910262,3,3.832470986043626,Not Visible,Not Visible,0.11858352516761583,0.5054556798149582,Not Visible,163.35897032857227,Not Visible,Not Visible,91.69883278450469,97.25952725659582,Not Visible,0.7358326252104112,0.5,1.2358326252104113
